Date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
2020-06-09,65.8,78.8,90.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-06-08,70.2,80.4,89.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-06-07,74.8,83.3,90.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-06-06,74.7,83.4,92.8,No data.,No data.,0.05,No data.,No data.,No data.,No data.,No data.
2020-06-05,69.6,81.0,92.5,No data.,No data.,0.70,No data.,No data.,No data.,No data.,No data.
2020-06-04,62.4,76.9,89.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-06-03,71.4,79.1,90.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-06-02,67.8,77.3,89.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-06-01,65.7,75.6,86.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-31,61.2,70.0,82.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-30,53.1,66.8,79.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-29,49.8,66.7,79.3,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2020-05-28,64.2,69.1,80.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-27,55.6,64.3,72.5,No data.,No data.,1.31,No data.,No data.,No data.,No data.,No data.
2020-05-26,59.0,61.7,65.8,No data.,No data.,0.73,No data.,No data.,No data.,No data.,No data.
2020-05-25,61.9,66.5,79.2,No data.,No data.,2.28,No data.,No data.,No data.,No data.,No data.
2020-05-24,70.7,75.6,82.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-23,60.3,68.4,83.8,No data.,No data.,0.68,No data.,No data.,No data.,No data.,No data.
2020-05-22,58.8,66.3,75.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-21,50.9,63.3,70.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-20,49.5,61.2,71.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-19,44.2,57.5,72.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-18,54.3,60.6,72.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-17,53.6,62.0,72.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-16,60.3,66.2,75.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-15,59.4,64.9,79.7,No data.,No data.,0.60,No data.,No data.,No data.,No data.,No data.
2020-05-14,62.8,70.5,81.3,No data.,No data.,0.05,No data.,No data.,No data.,No data.,No data.
2020-05-13,48.0,53.4,72.0,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2020-05-12,41.5,44.6,54.0,No data.,No data.,0.09,No data.,No data.,No data.,No data.,No data.
2020-05-11,35.6,46.0,60.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-10,36.7,50.3,61.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-09,32.5,48.5,63.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-08,45.5,51.8,60.8,No data.,No data.,0.23,No data.,No data.,No data.,No data.,No data.
2020-05-07,39.7,50.9,65.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-06,42.3,57.8,71.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-05,48.2,58.6,72.3,No data.,No data.,0.88,No data.,No data.,No data.,No data.,No data.
2020-05-04,51.8,59.7,75.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-03,57.4,67.9,77.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-02,54.0,68.7,81.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-05-01,60.8,69.2,83.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-30,41.7,59.0,76.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-29,50.7,58.3,75.2,No data.,No data.,0.03,No data.,No data.,No data.,No data.,No data.
2020-04-28,59.5,65.5,78.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-27,56.3,65.8,80.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-26,39.7,56.7,73.4,No data.,No data.,0.02,No data.,No data.,No data.,No data.,No data.
2020-04-25,46.0,55.4,69.1,No data.,No data.,1.16,No data.,No data.,No data.,No data.,No data.
2020-04-24,52.2,60.1,78.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-23,52.3,61.3,80.4,No data.,No data.,0.37,No data.,No data.,No data.,No data.,No data.
2020-04-22,54.1,60.8,74.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-21,38.1,57.8,74.8,No data.,No data.,0.39,No data.,No data.,No data.,No data.,No data.
2020-04-20,48.2,58.2,71.8,No data.,No data.,0.11,No data.,No data.,No data.,No data.,No data.
2020-04-19,47.8,56.8,70.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-18,37.0,47.6,66.2,No data.,No data.,0.04,No data.,No data.,No data.,No data.,No data.
2020-04-17,32.4,36.9,49.5,No data.,No data.,0.55,No data.,No data.,No data.,No data.,No data.
2020-04-16,38.5,44.7,57.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-15,26.6,43.4,58.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-14,29.7,39.8,53.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-13,23.5,34.1,47.3,No data.,No data.,0.06,No data.,No data.,No data.,No data.,No data.
2020-04-12,33.3,54.8,82.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-11,50.7,61.2,82.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-10,22.5,42.1,61.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-09,37.0,53.1,75.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-08,45.7,67.2,87.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-07,59.5,69.3,86.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-06,53.1,60.8,74.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-05,31.8,44.0,59.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-04,27.5,34.6,50.7,No data.,No data.,0.14,No data.,No data.,No data.,No data.,No data.
2020-04-03,25.5,31.7,43.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-02,39.0,61.8,72.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-04-01,48.4,60.2,76.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-31,40.6,55.8,69.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-30,35.1,53.6,73.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-29,40.5,51.7,68.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-28,50.2,54.9,65.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-27,50.0,52.4,56.1,No data.,No data.,0.06,No data.,No data.,No data.,No data.,No data.
2020-03-26,50.5,56.8,77.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-25,44.6,56.0,77.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-24,46.8,50.0,59.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-23,36.0,45.4,61.2,No data.,No data.,0.32,No data.,No data.,No data.,No data.,No data.
2020-03-22,36.5,40.7,49.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-21,17.2,31.8,51.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-20,24.3,40.5,No data.,No data.,No data.,0.11,No data.,No data.,No data.,No data.,No data.
2020-03-19,55.0,64.3,78.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-18,46.6,52.8,64.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-17,39.4,43.0,49.8,No data.,No data.,0.13,No data.,No data.,No data.,No data.,No data.
2020-03-16,35.4,38.0,45.5,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2020-03-15,32.4,35.2,37.9,No data.,No data.,0.13,No data.,No data.,No data.,No data.,No data.
2020-03-14,34.2,37.3,42.8,No data.,No data.,0.24,No data.,No data.,No data.,No data.,No data.
2020-03-13,34.5,42.4,57.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-12,50.7,57.0,66.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-11,34.7,48.3,68.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-10,33.3,37.8,51.6,No data.,No data.,0.69,No data.,No data.,No data.,No data.,No data.
2020-03-09,37.4,49.9,61.9,No data.,No data.,0.46,No data.,No data.,No data.,No data.,No data.
2020-03-08,47.3,57.2,70.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-07,41.9,53.1,71.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-06,17.6,39.3,59.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-05,36.7,48.7,60.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-04,30.0,49.2,63.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-03,26.8,44.8,62.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-02,33.4,43.9,61.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-03-01,40.6,56.6,68.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-29,24.6,44.4,70.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-28,29.1,38.8,59.5,No data.,No data.,0.03,No data.,No data.,No data.,No data.,No data.
2020-02-27,22.8,33.7,51.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-26,25.3,33.2,40.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-25,30.7,37.5,48.4,No data.,No data.,0.44,No data.,No data.,No data.,No data.,No data.
2020-02-24,36.9,44.8,56.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-23,38.8,49.0,58.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-22,33.4,40.4,58.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-21,13.8,25.9,47.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-20,14.9,24.7,39.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-19,18.7,31.5,43.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-18,26.6,36.4,51.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-17,39.4,46.8,61.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-16,20.8,35.9,55.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-15,23.0,35.3,51.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-14,3.9,11.7,27.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-13,3.0,14.0,32.9,No data.,No data.,0.29,No data.,No data.,No data.,No data.,No data.
2020-02-12,28.9,33.3,42.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-11,25.3,35.0,44.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-10,17.2,30.7,44.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-09,34.3,40.0,46.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-08,13.1,28.5,48.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-07,23.9,32.0,40.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-06,10.0,24.3,41.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-05,23.2,26.7,31.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-04,26.6,30.4,34.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-03,33.8,44.0,67.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-02,38.5,52.3,70.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-02-01,20.1,34.6,58.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-31,27.9,36.1,46.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-30,33.3,35.5,39.2,No data.,No data.,0.05,No data.,No data.,No data.,No data.,No data.
2020-01-29,27.5,31.2,39.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-28,30.7,32.7,36.9,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-27,23.7,33.9,49.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-26,23.7,34.0,53.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-25,16.9,26.9,37.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-24,28.9,30.4,33.8,No data.,No data.,0.09,No data.,No data.,No data.,No data.,No data.
2020-01-23,33.3,35.7,36.7,No data.,No data.,0.42,No data.,No data.,No data.,No data.,No data.
2020-01-22,32.4,34.8,37.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-21,3.6,15.3,36.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-20,9.0,15.7,25.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-19,15.8,21.8,34.9,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2020-01-18,21.4,33.2,40.6,No data.,No data.,0.52,No data.,No data.,No data.,No data.,No data.
2020-01-17,22.5,28.8,36.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-16,9.5,17.1,28.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-15,26.8,39.2,47.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-14,34.9,39.8,48.7,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2020-01-13,24.6,31.0,40.3,No data.,No data.,0.01,No data.,No data.,No data.,No data.,No data.
2020-01-12,12.4,20.8,30.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-11,11.3,18.0,26.1,No data.,No data.,0.81,No data.,No data.,No data.,No data.,No data.
2020-01-10,24.1,34.2,50.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-09,44.2,51.7,56.7,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-08,23.5,38.1,59.4,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-07,22.1,37.4,55.8,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-06,18.9,31.5,49.3,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-05,34.7,42.8,52.5,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-04,16.9,33.2,47.1,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-03,24.3,37.4,48.6,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-02,35.8,44.6,55.2,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2020-01-01,26.4,38.0,55.0,No data.,No data.,0.00,No data.,No data.,No data.,No data.,No data.
2019-12-31,27.0,34.3,45.0,30.06,20.5,0.00,10.0,No data.,9.44,11.39,24.17
2019-12-30,30.9,34.5,39.0,29.86,23.2,0.00,9.7,No data.,11.85,16.11,31.07
2019-12-29,32.0,38.7,53.1,29.62,34.1,0.75,9.0,No data.,10.93,16.11,26.35
2019-12-28,41.0,47.9,57.0,29.76,42.8,0.00,8.9,No data.,5.29,10.24,No data.
2019-12-27,16.0,28.4,41.0,30.24,23.5,0.00,9.5,No data.,3.34,12.77,No data.
2019-12-26,32.0,37.3,57.0,29.98,30.3,0.00,9.3,No data.,5.98,9.21,No data.
2019-12-25,46.0,56.3,68.0,29.70,35.6,0.00,10.0,No data.,11.97,19.68,31.07
2019-12-24,30.9,47.5,68.0,29.87,33.3,0.00,10.0,No data.,4.95,13.81,20.83
2019-12-23,21.9,39.2,62.1,30.05,29.9,0.00,7.8,No data.,3.91,17.26,23.02
2019-12-22,28.0,40.4,59.0,30.22,32.5,0.00,7.0,No data.,7.25,14.96,No data.
2019-12-21,18.0,30.4,48.0,30.32,24.3,0.00,10.0,No data.,3.45,10.24,No data.
2019-12-20,34.0,42.3,51.1,30.20,24.5,0.00,10.0,No data.,9.78,14.96,20.83
2019-12-19,21.0,37.7,51.1,30.18,22.5,0.00,9.7,No data.,8.06,14.96,No data.
2019-12-18,7.0,20.7,43.0,30.33,15.6,0.00,10.0,No data.,2.42,11.39,No data.
2019-12-17,7.0,17.2,32.0,30.35,13.4,0.00,6.6,No data.,4.95,9.21,No data.
2019-12-16,21.0,24.6,27.0,30.19,20.0,0.17,10.0,No data.,5.41,11.39,No data.
2019-12-15,23.0,24.7,28.9,30.03,18.2,0.00,5.7,No data.,8.63,14.96,No data.
2019-12-14,28.9,35.1,46.0,29.94,25.4,0.00,10.0,No data.,8.06,14.96,23.02
2019-12-13,25.0,38.2,57.0,29.91,30.4,0.00,9.8,No data.,2.07,9.21,No data.
2019-12-12,37.9,46.1,55.0,30.08,31.1,0.00,10.0,No data.,11.85,20.83,31.07
2019-12-11,17.1,31.2,53.1,30.36,17.5,0.00,10.0,No data.,3.91,12.77,No data.
2019-12-10,14.0,23.6,36.0,30.29,12.4,0.00,10.0,No data.,4.26,10.24,17.26
2019-12-09,25.0,33.0,46.0,29.84,24.9,0.00,8.6,No data.,5.75,16.11,36.94
2019-12-08,30.9,42.8,52.0,29.85,32.2,0.00,10.0,No data.,3.80,11.39,No data.
2019-12-07,19.9,33.9,59.0,30.29,21.7,0.00,10.0,No data.,4.95,19.68,29.92
2019-12-06,30.9,40.1,55.0,30.27,28.1,0.00,10.0,No data.,8.86,17.26,29.92
2019-12-05,24.1,40.3,64.0,29.93,30.7,0.00,10.0,No data.,0.92,5.87,No data.
2019-12-04,26.1,41.9,61.0,30.00,29.3,0.00,10.0,No data.,4.26,9.21,No data.
2019-12-03,24.1,37.8,62.1,29.98,23.5,0.00,10.0,No data.,3.68,9.21,No data.
2019-12-02,19.0,31.9,48.9,30.22,18.4,0.00,10.0,No data.,5.06,12.77,24.17
2019-12-01,32.0,35.7,42.1,29.83,23.4,0.00,9.8,No data.,15.54,24.17,40.28
2019-11-30,42.1,46.7,57.9,29.58,37.1,0.04,9.5,No data.,11.74,21.86,40.28
2019-11-29,34.0,38.3,43.0,30.16,35.8,0.13,9.0,No data.,6.79,13.81,20.83
2019-11-28,26.1,31.8,35.1,30.42,26.7,0.00,9.4,No data.,5.29,10.24,No data.
2019-11-27,28.0,35.8,43.0,30.04,26.0,0.03,10.0,No data.,7.83,16.11,31.07
2019-11-26,34.0,41.4,48.9,29.59,31.4,0.00,10.0,No data.,11.28,17.26,28.88
2019-11-25,28.9,43.1,60.1,29.67,30.1,0.00,10.0,No data.,4.37,14.96,25.32
2019-11-24,26.1,40.1,63.0,29.87,30.8,0.00,10.0,No data.,5.52,13.81,No data.
2019-11-23,23.0,32.6,44.1,30.04,27.9,0.17,10.0,No data.,4.26,12.77,24.17
2019-11-22,28.9,32.8,37.9,30.24,26.3,0.03,9.2,No data.,7.36,13.81,23.02
2019-11-21,37.9,49.2,66.0,29.96,42.9,0.17,9.8,No data.,12.08,20.83,31.07
2019-11-20,48.9,56.8,66.9,29.80,41.6,0.00,9.8,No data.,8.86,21.86,32.22
2019-11-19,30.0,50.3,69.1,29.88,31.6,0.00,10.0,No data.,4.14,9.21,No data.
2019-11-18,28.0,46.6,71.1,29.83,31.9,0.00,10.0,No data.,4.14,13.81,25.32
2019-11-17,44.1,51.5,57.9,30.01,33.7,0.00,10.0,No data.,6.56,11.39,23.02
2019-11-16,32.0,48.0,66.0,30.14,29.1,0.00,10.0,No data.,6.79,17.26,26.35
2019-11-15,19.9,37.1,63.0,30.36,24.5,0.00,10.0,No data.,3.57,13.81,28.88
2019-11-14,28.0,40.0,52.0,30.29,26.0,0.00,10.0,No data.,3.22,9.21,18.30
2019-11-13,25.0,33.2,46.0,30.08,12.2,0.00,10.0,No data.,9.55,14.96,26.35
2019-11-12,5.0,17.7,34.0,30.65,5.4,0.00,10.0,No data.,5.87,16.11,23.02
2019-11-11,19.0,28.6,50.0,30.40,17.2,0.00,9.3,No data.,17.84,26.35,39.13
2019-11-10,30.0,50.0,62.1,29.95,36.0,0.00,10.0,No data.,8.29,17.26,24.17
2019-11-09,30.9,44.7,No data.,30.08,26.7,0.00,10.0,No data.,6.10,12.77,No data.
2019-11-08,14.0,28.8,48.9,30.47,13.0,0.00,10.0,No data.,4.83,16.11,21.86
2019-11-07,23.0,32.3,39.9,30.54,15.6,0.00,10.0,No data.,13.23,25.32,33.26
2019-11-06,30.0,45.3,66.9,30.21,35.0,0.00,10.0,No data.,4.37,20.83,35.79
2019-11-05,27.0,43.9,60.1,30.29,33.3,0.00,10.0,No data.,2.76,10.24,No data.
2019-11-04,37.0,48.3,55.0,30.04,35.7,0.00,10.0,No data.,5.98,13.81,No data.
2019-11-03,30.9,47.1,66.0,30.07,27.3,0.00,10.0,No data.,9.55,17.26,26.35
2019-11-02,23.0,37.9,55.0,30.37,26.0,0.00,10.0,No data.,4.83,11.39,17.26
2019-11-01,23.0,36.2,55.0,30.23,24.1,0.00,10.0,No data.,3.91,11.39,20.83
2019-10-31,17.1,29.7,45.0,30.31,19.8,0.02,8.8,No data.,5.98,10.24,19.68
2019-10-30,30.0,34.0,37.0,30.31,25.1,0.00,9.2,No data.,10.93,16.11,26.35
2019-10-29,23.0,31.8,39.0,30.26,25.8,0.00,9.8,No data.,5.06,10.24,No data.
2019-10-28,34.0,39.1,44.1,30.16,25.5,0.00,10.0,No data.,8.75,12.77,23.02
2019-10-27,33.1,42.7,50.0,29.91,34.6,0.00,9.9,No data.,6.56,20.83,29.92
2019-10-26,26.1,41.0,64.0,29.96,30.7,0.00,9.3,No data.,1.96,11.39,No data.
2019-10-25,27.0,42.2,55.9,30.36,30.3,0.00,9.8,No data.,2.42,5.87,No data.
2019-10-24,41.0,46.3,57.9,30.31,33.3,0.00,10.0,No data.,8.63,16.11,24.17
2019-10-23,39.9,52.5,69.1,29.91,37.7,0.00,10.0,No data.,4.83,13.81,23.02
2019-10-22,39.9,51.0,64.0,29.99,31.3,0.00,10.0,No data.,9.67,17.26,29.92
2019-10-21,45.0,52.7,66.9,29.61,39.9,0.21,9.9,No data.,10.70,20.83,37.98
2019-10-20,37.9,53.5,68.0,29.75,45.5,0.01,10.0,No data.,5.75,19.68,31.07
2019-10-19,54.0,60.5,71.1,29.73,47.0,0.03,10.0,No data.,4.14,10.24,No data.
2019-10-18,55.0,64.3,78.1,29.69,45.2,0.00,10.0,No data.,13.23,24.17,37.98
2019-10-17,36.0,53.1,78.1,29.96,39.6,0.00,10.0,No data.,4.72,14.96,No data.
2019-10-16,37.0,47.8,60.1,30.20,34.7,0.00,10.0,No data.,3.57,6.90,No data.
2019-10-15,48.0,59.0,70.0,29.94,44.4,0.00,9.3,No data.,6.67,14.96,31.07
2019-10-14,35.1,52.8,78.1,29.95,41.7,0.00,10.0,No data.,5.29,17.26,28.88
2019-10-13,32.0,47.5,66.0,29.96,33.4,0.00,10.0,No data.,1.96,8.06,No data.
2019-10-12,26.1,43.1,73.0,30.10,29.1,0.00,10.0,No data.,3.68,18.30,31.07
2019-10-11,35.1,41.6,48.9,30.22,26.5,0.03,10.0,No data.,9.90,18.30,28.88
2019-10-10,42.1,60.4,73.0,29.73,53.8,0.22,9.8,No data.,8.63,14.96,27.73
2019-10-09,55.0,61.3,70.0,29.86,52.0,0.45,9.3,No data.,9.67,19.68,31.07
2019-10-08,42.1,57.4,75.0,30.08,43.6,0.00,10.0,No data.,6.33,18.30,26.35
2019-10-07,39.0,53.8,73.0,30.28,42.5,0.00,10.0,No data.,1.96,8.06,No data.
2019-10-06,44.1,55.2,70.0,30.15,45.4,0.16,9.6,No data.,2.42,11.39,19.68
2019-10-05,54.0,65.3,75.0,29.98,55.3,0.86,9.6,No data.,8.29,17.26,32.22
2019-10-04,53.1,54.3,57.9,30.29,49.0,0.01,9.5,No data.,7.71,14.96,No data.
2019-10-03,50.0,56.1,63.0,30.22,47.6,0.11,10.0,No data.,5.98,10.24,18.30
2019-10-02,59.0,64.8,73.9,29.89,62.5,0.79,9.3,No data.,5.06,9.21,17.26
2019-10-01,73.0,81.7,91.0,29.82,70.3,0.00,9.6,No data.,13.46,25.32,43.84
2019-09-30,75.9,81.8,93.0,29.84,70.2,0.00,10.0,No data.,15.65,24.17,36.94
2019-09-29,61.0,74.5,90.0,29.88,67.9,0.10,8.2,No data.,11.39,21.86,32.22
2019-09-28,60.1,64.0,80.1,29.88,57.9,0.00,9.9,No data.,11.28,20.83,31.07
2019-09-27,70.0,78.6,93.0,29.61,66.2,0.00,10.0,No data.,9.44,18.30,28.88
2019-09-26,57.0,68.3,81.0,29.95,50.1,0.00,10.0,No data.,8.29,14.96,24.17
2019-09-25,64.0,75.4,84.9,29.78,62.6,0.00,10.0,No data.,6.44,14.96,No data.
2019-09-24,59.0,71.7,88.0,29.88,63.9,0.00,9.9,No data.,5.98,14.96,19.68
2019-09-23,53.1,66.5,84.0,30.04,56.7,0.00,9.0,No data.,2.99,9.21,No data.
2019-09-22,64.9,72.6,82.0,29.86,65.4,1.21,9.7,No data.,7.36,18.30,29.92
2019-09-21,73.0,77.7,89.1,29.85,69.4,0.00,10.0,No data.,12.08,20.83,32.22
2019-09-20,70.0,75.7,84.9,29.93,68.5,0.00,10.0,No data.,7.13,18.30,24.17
2019-09-19,68.0,80.2,91.9,29.92,68.9,0.00,10.0,No data.,4.83,13.81,20.83
2019-09-18,72.0,81.9,93.9,29.89,67.5,0.00,10.0,No data.,8.29,16.11,26.35
2019-09-17,71.1,81.6,91.9,29.94,67.7,0.00,10.0,No data.,8.29,18.30,29.92
2019-09-16,66.0,79.8,93.0,29.99,67.6,0.00,9.9,No data.,6.10,14.96,21.86
2019-09-15,70.0,83.0,96.1,29.98,67.5,0.00,10.0,No data.,9.90,13.81,21.86
2019-09-14,59.0,72.9,91.0,30.10,63.1,0.00,10.0,No data.,7.13,17.26,27.73
2019-09-13,55.0,68.7,84.0,30.15,55.7,0.40,10.0,No data.,2.99,5.87,No data.
2019-09-12,73.0,78.3,86.0,29.91,67.1,0.00,9.8,No data.,9.67,19.68,31.07
